web-scraper-order,web-scraper-start-url,titulo,titulo-href,company,rating,texto,pagination,pagination-href,date,location,dedication,category
"1539827605-838","https://www.seek.com.au/data-scientist-jobs","Business Analyst - Startup","https://www.seek.com.au/job/37425827?type=standard","Bluefin Resources Pty Limited","null","Project & Change Recruitment Solutions
    
      Business Analyst - Startup 
      
        Exciting opportunity to join a startup with huge potential 
        Data-driven and analytical in mindset 
        Strong problem solver 
      
      
        A unique and exciting opportunity for a Data-driven and analytically minded Business Analyst to join an AI startup based in the CBD.
        The individual will be an agile, technically aware, design oriented and client focused Business Analyst. This is a permanent position that would be ideal for smart, quick thinking BA looking to move into a fast paced startup environment. 
        Experience:
        
          Hands-on development experience on Business Rule Engines and Business Rule Management Systems.
          Proven problem solving experience, embrace challenges and a quick thinking mindset.
          Understand data structures with parent-child relationships.
          Technically literate, able to communicate with engineers and data scientists.
          Data-driven and analytically minded
          Excellent written communication and documentation skills.
          Strong stakeholder management and experience within building and maintaining relationships.
        
        If you have proven experience with the above and would like to hear more about this fantastic opportunity based in Sydney, please apply to Josh Lea using the link below attaching your resume and cover letter in WORD format. Alternatively, please
          call on (02) 9270 2666.
        IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.
        http://www.bluefinresources.com.au/privacy-policy
      
       
    
    www.bluefinresources.com.au
  
A unique and exciting opportunity for a Data-driven and analytically minded Business Analyst to join an AI startup based in the CBD.The individual will be an agile, technically aware, design oriented and client focused Business Analyst. This is a permanent position that would be ideal for smart, quick thinking BA looking to move into a fast paced startup environment. Experience:Hands-on development experience on Business Rule Engines and Business Rule Management Systems.Proven problem solving experience, embrace challenges and a quick thinking mindset.Understand data structures with parent-child relationships.Technically literate, able to communicate with engineers and data scientists.Data-driven and analytically mindedExcellent written communication and documentation skills.Strong stakeholder management and experience within building and maintaining relationships.If you have proven experience with the above and would like to hear more about this fantastic opportunity based in Sydney, please apply to Josh Lea using the link below attaching your resume and cover letter in WORD format. Alternatively, please call on (02) 9270 2666.IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.http://www.bluefinresources.com.au/privacy-policy","Next","https://www.seek.com.au/data-scientist-jobs?page=13","9 Oct 2018","Sydney, CBD, Inner West & Eastern Suburbs","Full Time","Information & Communication Technology, Business/Systems Analysts"
"1539828007-1154","https://www.seek.com.au/data-scientist-jobs","Data Scientist","https://www.seek.com.au/job/37398539?type=standout","Sweat Pty Ltd","null","Job InformationJob Listing Date5 Oct 2018LocationAdelaideWork TypeFull TimeClassificationScience & Technology, Mathematics, Statistics & Information Sciences","Next","https://www.seek.com.au/data-scientist-jobs?page=5","5 Oct 2018","Adelaide","Full Time","Science & Technology, Mathematics, Statistics & Information Sciences"
"1539827629-857","https://www.seek.com.au/data-scientist-jobs","Data Engineer","https://www.seek.com.au/job/37450934?type=standard","Green Light PS Pty Ltd","null","Report this job advertBe careful- Don’t provide your bank or credit card details when applying for jobs. If you see something suspicious report this job ad.","Next","https://www.seek.com.au/data-scientist-jobs?page=12","12 Oct 2018","ACT","Contract/Temp","Information & Communication Technology, Database Development & Administration"
"1539827571-813","https://www.seek.com.au/data-scientist-jobs","User Experience Designer","https://www.seek.com.au/job/37397631?type=standout","CSIRO","3.9 overall rating (121 employee reviews)","Right to live and workYou must have the right to live and work in this location to apply for this job.Report this job advertBe careful- Don’t provide your bank or credit card details when applying for jobs. If you see something suspicious report this job ad.","Next","https://www.seek.com.au/data-scientist-jobs?page=13","5 Oct 2018","Sydney","Full Time","$111k - $131k p.a. + up to 15.4% superannuation"
"1539827574-815","https://www.seek.com.au/data-scientist-jobs","AWS Big Data Engineer","https://www.seek.com.au/job/37398334?type=standout","Capgemini","2.8 overall rating (52 employee reviews)","Report this job advertBe careful- Don’t provide your bank or credit card details when applying for jobs. If you see something suspicious report this job ad.","Next","https://www.seek.com.au/data-scientist-jobs?page=13","5 Oct 2018","Sydney","Full Time","Highly competitive package"
"1539827398-676","https://www.seek.com.au/data-scientist-jobs","Big Data Engineer","https://www.seek.com.au/job/37288879?type=standout","Optus","3.6 overall rating (639 employee reviews)","Big Data Engineer 
      
        
        EXCITING NEW POSITIONS VACANT IN OPTUS DATA COE

 Looking to work with advanced machine learning & AI analytics capability? There has never been a better time to join our Data and Analytics team. We see data as an unexpected
          frontier and a chance to predict tomorrow. That’s why Optus is looking for Big Data Engineers with the right mindset, not just the right skillset, to help create the future of Optus.

 The role

 As Optus continues
          to push “beyond telco”, our focus on analytics has sharpened. We are seeking Big Data Engineers to be part of a new team of skilled data professionals to redefine how people consume content in Australia. You will have a chance to collaborate
          with Senior stakeholders across the business on high priority projects at the frontier of Big Data.

 As a Big Data Engineer at Optus, you will:
        
          Ignite your curiosity and passion for the latest tools and technology, including Cloudera, EDW
          Create a 360° view of our customer to predict and meet our customers’ needs before they need it
          Optimise ROI of our network spend, product pricing and offers and online, offline and customer marketing spend
          Empower and engage our employees by using data and analytics to enable intelligent business decisions, understand and improve employee experiences
        
        The perks
        
          Optus is a place where we let you do you. We offer all kinds of benefits, such as:
          Work collaboratively in an open, agile environment with flexible working hours and location
          Discounts with over 400 companies Australia wide (Technology, Retail, Home, Fashion and more!)
          Mobile & Internet discounts, Novated Car Leasing, and other Financial benefits
          Onsite facilities at Macquarie Park such as a Gym, GP, Mini-Mart, Cafes
          Training, Mentoring and further learning opportunities
          Social events, social clubs and sports teams!
          Regular visits by our various partners, such as mobile dentists, food trucks, charities, independent retailers and fruit vendors!
          Staff busses to Epping and Wynyard, and back again
        
        About you
        
          You are a self-starter with a curious mind and collaborative attitude - unconventional backgrounds welcome
          Other preferred skills and experience include:
          You have experience in developing and designing databases, ingesting data from multiple sources, data warehousing and ETL processes ideally within an analytics environment.
          Experience in big data technologies (Hadoop, Spark, NoSQL) both on prem and in the cloud
          Proficient programming in SQL.
          Experience in feature engineering for Machine Learning and Deep Learning
          Post-graduate qualification (e.g. Computer Science, Artificial Intelligence, Applied Statistics, Mathematics, Engineering Science and/or relevant experience)
          Programming experience in Python, Scala, SQL, Apache Spark, Java is highly regarded
          Excellent problem-solving skills, lateral thinking and ability to work under deadline pressure
          Ability to work collaboratively in a team environment
          Skills to communicate complex ideas effectively
          Excellent problem-solving skills, lateral thinking and ability to work under deadline pressure
          Experience applied to business problems is a plus
        
        About us
 
 At Optus, we don’t sit back and let the future happen to us - we’re out there making it. By expanding into new technology and relentlessly improving every day, we’re working to create a better tomorrow for all
          Australians.
 
 #LI-JN1
 
 Optus believes in the strength of a vibrant, diverse and inclusive workforce where backgrounds, perspectives and life experiences of our people help us innovate and create strong connections with our customers.
          
 Heads Up!

 Due to the fast paced nature of our business, vacancy close dates may change, so make sure you apply today!
      
       
    
  
EXCITING NEW POSITIONS VACANT IN OPTUS DATA COE

 Looking to work with advanced machine learning & AI analytics capability? There has never been a better time to join our Data and Analytics team. We see data as an unexpected frontier and a chance to predict tomorrow. That’s why Optus is looking for Big Data Engineers with the right mindset, not just the right skillset, to help create the future of Optus.

 The role

 As Optus continues to push “beyond telco”, our focus on analytics has sharpened. We are seeking Big Data Engineers to be part of a new team of skilled data professionals to redefine how people consume content in Australia. You will have a chance to collaborate with Senior stakeholders across the business on high priority projects at the frontier of Big Data.

 As a Big Data Engineer at Optus, you will:Ignite your curiosity and passion for the latest tools and technology, including Cloudera, EDWCreate a 360° view of our customer to predict and meet our customers’ needs before they need itOptimise ROI of our network spend, product pricing and offers and online, offline and customer marketing spendEmpower and engage our employees by using data and analytics to enable intelligent business decisions, understand and improve employee experiencesThe perksOptus is a place where we let you do you. We offer all kinds of benefits, such as:Work collaboratively in an open, agile environment with flexible working hours and locationDiscounts with over 400 companies Australia wide (Technology, Retail, Home, Fashion and more!)Mobile & Internet discounts, Novated Car Leasing, and other Financial benefitsOnsite facilities at Macquarie Park such as a Gym, GP, Mini-Mart, CafesTraining, Mentoring and further learning opportunitiesSocial events, social clubs and sports teams!Regular visits by our various partners, such as mobile dentists, food trucks, charities, independent retailers and fruit vendors!Staff busses to Epping and Wynyard, and back againAbout youYou are a self-starter with a curious mind and collaborative attitude - unconventional backgrounds welcomeOther preferred skills and experience include:You have experience in developing and designing databases, ingesting data from multiple sources, data warehousing and ETL processes ideally within an analytics environment.Experience in big data technologies (Hadoop, Spark, NoSQL) both on prem and in the cloudProficient programming in SQL.Experience in feature engineering for Machine Learning and Deep LearningPost-graduate qualification (e.g. Computer Science, Artificial Intelligence, Applied Statistics, Mathematics, Engineering Science and/or relevant experience)Programming experience in Python, Scala, SQL, Apache Spark, Java is highly regardedExcellent problem-solving skills, lateral thinking and ability to work under deadline pressureAbility to work collaboratively in a team environmentSkills to communicate complex ideas effectivelyExcellent problem-solving skills, lateral thinking and ability to work under deadline pressureExperience applied to business problems is a plusAbout us
 
 At Optus, we don’t sit back and let the future happen to us - we’re out there making it. By expanding into new technology and relentlessly improving every day, we’re working to create a better tomorrow for all Australians.
 
 #LI-JN1
 
 Optus believes in the strength of a vibrant, diverse and inclusive workforce where backgrounds, perspectives and life experiences of our people help us innovate and create strong connections with our customers.
 
 Heads Up!

 Due to the fast paced nature of our business, vacancy close dates may change, so make sure you apply today!","Next","https://www.seek.com.au/data-scientist-jobs?page=17","21 Sep 2018","Sydney, Ryde & Macquarie Park","Full Time","Base + Super + Bonuses"
"1539828044-1186","https://www.seek.com.au/data-scientist-jobs","Lead Data Scientist","https://www.seek.com.au/job/37419605?type=standard","Sense Recruitment","null","Report this job advertBe careful- Don’t provide your bank or credit card details when applying for jobs. If you see something suspicious report this job ad.","Next","https://www.seek.com.au/data-scientist-jobs?page=4","9 Oct 2018","Brisbane, CBD & Inner Suburbs","Full Time","Science & Technology, Mathematics, Statistics & Information Sciences"
"1539827663-884","https://www.seek.com.au/data-scientist-jobs","Modelling & Simulation Lead","https://www.seek.com.au/job/37467176?type=standout","Airservices Australia","2.9 overall rating (69 employee reviews)","Right to live and workYou must have the right to live and work in this location to apply for this job.Report this job advertBe careful- Don’t provide your bank or credit card details when applying for jobs. If you see something suspicious report this job ad.","Next","https://www.seek.com.au/data-scientist-jobs?page=12","15 Oct 2018","Melbourne","Full Time","$138,006-$168,678+ Super (Depending on Experience)"
"1539828012-1159","https://www.seek.com.au/data-scientist-jobs","Senior Data Scientist - Big Data Analytics","https://www.seek.com.au/job/37398709?type=standout","Talent – Winner ‘Seek Large Recruitment Agency of the Year’ 3 consecutive years!","null","Senior Data Scientist - Big Data Analytics 
      Senior Data Scientist - Northern Suburbs
Big Data Analytics Company

This is an opportunity with the data analytics subsidiary of a large telecommunications organisation.  With a deep understanding of telco network
        data, they have developed innovative advanced data science methods to harvest huge amounts of big data for insights about the population and places they visit.  Established in Australia since the beginning of last year, they have access to
        1/3 of the population and have used this to monetise the location of people and how they move.

They are now looking for a Senior Data Scientist to perform advanced business and marketing data analytics with the most advanced software tools.

What you'll do 
        
          Work with key stakeholders throughout the organisation to identify opportunities for leveraging data to drive business solutions
          Develop and/or uses advanced algorithms and statistical predictive models and determines analytical approaches and modelling techniques to evaluate scenarios and potential future outcomes
          Use strong programming skills to explore, analyse and interpret large volumes of data in various forms, and solve complex business problems
          Demonstrate strong ability to communicate technical concepts and implications to colleagues, managers and stakeholders
        What you'll need
        
          5+ years' experience in using mathematics, statistics, modelling, business analysis and technology to transform high volumes of complex data into advanced analytical solutions
          Expertise in using R or Python to manipulate large data sets and develop statistical models
          Expertise in data management in an Hadoop environment, including use of Hive
          Excellent problem solving skills, critical thinking and conceptual thinking abilities
          Expert communication skills and stakeholder engagement experience
        Please note this role is based in Macquarie Park.

To apply or for further information, please contact Zoe Crouch at Talent International: zoe.crouch@talentinternational.com. 
    
    
    Level 9, 201 Elizabeth St
 Sydney, NSW, 2000
 AUSTRALIA
 
 p: +61 (0) 2 9223 9855 f: +61 (0) 2 9223 9833 
  
Senior Data Scientist - Northern Suburbs
Big Data Analytics Company

This is an opportunity with the data analytics subsidiary of a large telecommunications organisation.  With a deep understanding of telco network data, they have developed innovative advanced data science methods to harvest huge amounts of big data for insights about the population and places they visit.  Established in Australia since the beginning of last year, they have access to 1/3 of the population and have used this to monetise the location of people and how they move.

They are now looking for a Senior Data Scientist to perform advanced business and marketing data analytics with the most advanced software tools.

What you'll do Work with key stakeholders throughout the organisation to identify opportunities for leveraging data to drive business solutionsDevelop and/or uses advanced algorithms and statistical predictive models and determines analytical approaches and modelling techniques to evaluate scenarios and potential future outcomesUse strong programming skills to explore, analyse and interpret large volumes of data in various forms, and solve complex business problemsDemonstrate strong ability to communicate technical concepts and implications to colleagues, managers and stakeholdersWhat you'll need5+ years' experience in using mathematics, statistics, modelling, business analysis and technology to transform high volumes of complex data into advanced analytical solutionsExpertise in using R or Python to manipulate large data sets and develop statistical modelsExpertise in data management in an Hadoop environment, including use of HiveExcellent problem solving skills, critical thinking and conceptual thinking abilitiesExpert communication skills and stakeholder engagement experiencePlease note this role is based in Macquarie Park.

To apply or for further information, please contact Zoe Crouch at Talent International: zoe.crouch@talentinternational.com.","Next","https://www.seek.com.au/data-scientist-jobs?page=5","5 Oct 2018","Sydney, North Shore & Northern Beaches","Full Time","Consulting & Strategy, Analysts"
"1539827762-960","https://www.seek.com.au/data-scientist-jobs","Senior Data / Information Management Professionals","https://www.seek.com.au/job/37454645?type=standout","IM SYSTEMS","null","Job InformationJob Listing Date12 Oct 2018LocationMelbourne, CBD & Inner SuburbsWork TypeContract/TempClassificationInformation & Communication Technology, Consultants","Next","https://www.seek.com.au/data-scientist-jobs?page=10","12 Oct 2018","Melbourne, CBD & Inner Suburbs","Contract/Temp","Information & Communication Technology, Consultants"
"1539827481-741","https://www.seek.com.au/data-scientist-jobs","Research Scientist, Computer Vision","https://www.seek.com.au/job/37322048?type=standout","CSIRO","3.9 overall rating (121 employee reviews)","Research Scientist, Computer Vision 
      
        
         
        
          Utilize your experience in 3D computer vision
          Be part of a world-leading team of dedicated professionals
          Join CSIRO’s Data 61, the largest data innovation group in Australia
        
        The Position:
 
 We are seeking to appoint a highly motivated Research Scientist to undertake computer vision research. The successful candidate will contribute to multiple projects undertaken by the CSIRO and in collaboration
          with other academic and commercial partners. These projects will include the development and deployment of novel algorithms and tools in 3D scene and objects modelling, as well as semantic scene understanding. The successful candidate will join
          the high-performing Imaging and Computer vision Group at the CSIRO’s Data61, joining 600 other data science scientists building innovative solutions for Australia.
 
 To be successful in this role you will be enthusiastic about making
          a hands-on contribution to solving the research challenges found in multiple projects involving bionic vision, autonomous vehicle, or object detection using advanced machine learning methodology, especially deep learning
 
 Your duties will include:          
        
          Develop innovative concepts, theories, tools and techniques related to the analysis of video and still images.
          Harness the growing volume of publicly available data sources, as well as work on establishing proprietary datasets in collaboration with our partners;
          Carry out innovative, impactful research of strategic importance to CSIRO;
          Produce high quality scientific and technical outputs including journal articles, conference papers and presentations, patents and technical reports;
          Represent CSIRO at leading national and international conferences and forums;
          Contribute to the development of innovative concepts and ideas for further research.
        
        Location: Black Mountain, ACT
 
 Salary: AU $97K to AU $105K plus up to 15.4% superannuation [link removed]
 
 Tenure: Indefinite
 Ref no: 58472
 
 To be considered you will have:          
        
          A doctorate in Computer Vision or a related discipline area, plus at least 3 years of relevant post doctorate research experience.
          Ability to investigate issues of complex and ill-defined problems and develop appropriate responses by adapting/creating and testing alternative solutions.
          Experience in 3D computer vision such as reconstruction, Visual Localization and Mapping, RGB-D, semantic vision with reasoning about the 3D world, or understanding visual scenes over time such as optical flow.
          Well-developed written and verbal communication skills, for example, publications in academic environments such as scientific journals/conference proceedings, experience presenting and demonstrating at conferences, industry exhibitions and internal
            training seminars.
          A strong mathematical/analytical background in related areas is desirable.
          Advanced programming skills and software design in languages relevant for computer vision research (e.g. C/C++, Python, MATLAB) is desirable.
        
        To see all the criteria required for success in this role, click on the ‘Position Details’ link below. Apply today! Position Details
          
 
 About CSIRO
 
 We imagine. We collaborate. We innovate. At CSIRO, we do the extraordinary every day. We innovate for tomorrow and help improve today - for our customers, all Australians and the
          world. We do this by using science and technology to solve real issues. Diversity is the compass that navigates our innovation. We provide an inclusive workplace that respects, values and actively pursues the benefits of a diverse workforce
          - CSIRO
 
 We work flexibly at CSIRO, offering a range of options for how, when and where you work. Talk to us about how this role could be flexible for you. Find out more Balance
 
 CSIRO Data61 are the largest data innovation group in Australia, a connector that brings together technology innovators, businesses and universities to transform Australian industry and to
          help solve our greatest challenges. A CSIRO business, we are creating our data-driven future.
 
 How to apply: Please load one document containing your CV and a brief cover letter which outlines your experience as relevant
          to the role and your motivations for applying (Maximum 2MB). At the end of the online application process, you may be required to respond to some screening questions.
 
 Applications close: Closing Date: Thursday 25 October,
          2018
 
      
       
    
    For the selection documentation
 and details on how to apply, visit
 www.csiro.au/careers or call 1300 984 220 
  
 Utilize your experience in 3D computer visionBe part of a world-leading team of dedicated professionalsJoin CSIRO’s Data 61, the largest data innovation group in AustraliaThe Position:
 
 We are seeking to appoint a highly motivated Research Scientist to undertake computer vision research. The successful candidate will contribute to multiple projects undertaken by the CSIRO and in collaboration with other academic and commercial partners. These projects will include the development and deployment of novel algorithms and tools in 3D scene and objects modelling, as well as semantic scene understanding. The successful candidate will join the high-performing Imaging and Computer vision Group at the CSIRO’s Data61, joining 600 other data science scientists building innovative solutions for Australia.
 
 To be successful in this role you will be enthusiastic about making a hands-on contribution to solving the research challenges found in multiple projects involving bionic vision, autonomous vehicle, or object detection using advanced machine learning methodology, especially deep learning
 
 Your duties will include: Develop innovative concepts, theories, tools and techniques related to the analysis of video and still images.Harness the growing volume of publicly available data sources, as well as work on establishing proprietary datasets in collaboration with our partners;Carry out innovative, impactful research of strategic importance to CSIRO;Produce high quality scientific and technical outputs including journal articles, conference papers and presentations, patents and technical reports;Represent CSIRO at leading national and international conferences and forums;Contribute to the development of innovative concepts and ideas for further research.Location: Black Mountain, ACT
 
 Salary: AU $97K to AU $105K plus up to 15.4% superannuation [link removed]
 
 Tenure: Indefinite
 Ref no: 58472
 
 To be considered you will have: A doctorate in Computer Vision or a related discipline area, plus at least 3 years of relevant post doctorate research experience.Ability to investigate issues of complex and ill-defined problems and develop appropriate responses by adapting/creating and testing alternative solutions.Experience in 3D computer vision such as reconstruction, Visual Localization and Mapping, RGB-D, semantic vision with reasoning about the 3D world, or understanding visual scenes over time such as optical flow.Well-developed written and verbal communication skills, for example, publications in academic environments such as scientific journals/conference proceedings, experience presenting and demonstrating at conferences, industry exhibitions and internal training seminars.A strong mathematical/analytical background in related areas is desirable.Advanced programming skills and software design in languages relevant for computer vision research (e.g. C/C++, Python, MATLAB) is desirable.To see all the criteria required for success in this role, click on the ‘Position Details’ link below. Apply today! Position Details
 
 
 About CSIRO
 
 We imagine. We collaborate. We innovate. At CSIRO, we do the extraordinary every day. We innovate for tomorrow and help improve today - for our customers, all Australians and the world. We do this by using science and technology to solve real issues. Diversity is the compass that navigates our innovation. We provide an inclusive workplace that respects, values and actively pursues the benefits of a diverse workforce - CSIRO
 
 We work flexibly at CSIRO, offering a range of options for how, when and where you work. Talk to us about how this role could be flexible for you. Find out more Balance
 
 CSIRO Data61 are the largest data innovation group in Australia, a connector that brings together technology innovators, businesses and universities to transform Australian industry and to help solve our greatest challenges. A CSIRO business, we are creating our data-driven future.
 
 How to apply: Please load one document containing your CV and a brief cover letter which outlines your experience as relevant to the role and your motivations for applying (Maximum 2MB). At the end of the online application process, you may be required to respond to some screening questions.
 
 Applications close: Closing Date: Thursday 25 October, 2018","Next","https://www.seek.com.au/data-scientist-jobs?page=15","26 Sep 2018","ACT","Full Time","$97k - $105k p.a. + up to 15.4% superannuation"
"1539827660-882","https://www.seek.com.au/data-scientist-jobs","Modelling & Simulation Lead","https://www.seek.com.au/job/37467175?type=standout","Airservices Australia","2.9 overall rating (69 employee reviews)","Right to live and workYou must have the right to live and work in this location to apply for this job.Report this job advertBe careful- Don’t provide your bank or credit card details when applying for jobs. If you see something suspicious report this job ad.","Next","https://www.seek.com.au/data-scientist-jobs?page=12","15 Oct 2018","ACT","Full Time","$138,006-$168,678+ Super (Depending on Experience)"
"1539828049-1190","https://www.seek.com.au/data-scientist-jobs","Data Scientist","https://www.seek.com.au/job/37423509?type=standout","Freelancer.com","null","Right to live and workYou must have the right to live and work in this location to apply for this job.Report this job advertBe careful- Don’t provide your bank or credit card details when applying for jobs. If you see something suspicious report this job ad.","Next","https://www.seek.com.au/data-scientist-jobs?page=4","9 Oct 2018","Sydney, CBD, Inner West & Eastern Suburbs","Full Time","Information & Communication Technology, Engineering - Software"
"1539827409-684","https://www.seek.com.au/data-scientist-jobs","Web Developers - Web apps for complex visualisation and analytics","https://www.seek.com.au/job/37269624?type=standard","The Simulation Group","null","Web Developers - Web apps for complex visualisation and analytics 
      
        Multiple roles in Perth, Brisbane and Melbourne.
        
          Developing augmented intelligence web applications for our proprietary cloud platform
          Working on industry leading projects with Australia's premier analytics enterprise
          Passionate, curious, numerate people please read on...
        
        The Simulation Group is an Australia-based leader in detailed analytics, simulation and optimisation of complex value chains and operations. Whilst we pride ourselves on the deep insights we liberate for our clients, our curious nature leads us
          down a range of fascinating paths.
        Emerging out of our 20 year consulting history, our Dais platform is truly transforming our clients’ digital landscape. See more here:
        https://cloud.thesimulationgroup.com
        We are at the forefront of taking insights that were exclusively the domain of data scientists and putting them in the hands of both strategic and operational decision makers. In doing so we are making analytics real for our clients, having a
          profound impact and some fun along the way. But that’s enough about us, as we are more interested in you.
        We are looking for a special kind of people
        
          Those that are highly numerate, outcome focussed, problem solvers.
          The ones that have a good understanding of software development, design principles and patterns, pragmatic delivery, continuous integration and test-driven development.
          Those that have explored and remain curious about a range of data science techniques.
          People who thrive in a collaborative team-based environment, based on open communication and responsibility for delivering great outcomes.
          The passionate ones that can deliver solutions with integrity to client deadlines and under pressure.
        
        Under the hood
        
          Whilst we aren’t tied to any specific stack our current stack includes ES6, React, Typescript, Node.js, SQL, Docker.
          Cloud agnostic; including Google, AWS, and on premise.
          Serious data wrangling, high-fidelity user components, strong platform integration.
        
        Experience required
        
          Tertiary qualifications in Computer Science or similar.
          Additionally, further studies in Mathematics/Statistics, or Data Science will be viewed favourably.
          Excellent results in these areas, a passion for building well resolved web apps, together with a humble and curious nature is what tends to lead to accelerated success.
        
        What we will be asking you to do:
        
          Develop and extend our web apps to help our clients make great decisions.
          Turn analytics Proof of Concepts into Enterprise Ready digital assets.
          Work with Operations Research experts and Data Scientists in various large operations including mining, logistics, infrastructure, energy and transportation sectors.
          Work in small project teams, delivering solutions beyond your clients' expectations.
          Stretch your passion for problem solving and working with new technologies.
        
        What we can offer now:
        
          Opportunity to work on industry leading projects, with global majors and consultancies.
          A work environment focused on teamwork, exploration and delivery with a range of current and emerging technologies.
          A supportive learning culture, career progression and mentoring opportunities.
        
        If we feel like the sort of people that might be of interest, we would love to hear from you. In reaching out to us, we would welcome a recent resume and anything that you think best showcases your expertise or capability. Please send this information
          to seeyourfuture@thesimulationgroup.com.
        
      
      Any questions, please email recruitment@thesimlationgroup.com 
    
    
  
Multiple roles in Perth, Brisbane and Melbourne.  Developing augmented intelligence web applications for our proprietary cloud platform Working on industry leading projects with Australia's premier analytics enterprise Passionate, curious, numerate people please read on... The Simulation Group is an Australia-based leader in detailed analytics, simulation and optimisation of complex value chains and operations. Whilst we pride ourselves on the deep insights we liberate for our clients, our curious nature leads us down a range of fascinating paths. Emerging out of our 20 year consulting history, our Dais platform is truly transforming our clients’ digital landscape. See more here: https://cloud.thesimulationgroup.com We are at the forefront of taking insights that were exclusively the domain of data scientists and putting them in the hands of both strategic and operational decision makers. In doing so we are making analytics real for our clients, having a profound impact and some fun along the way. But that’s enough about us, as we are more interested in you. We are looking for a special kind of people  Those that are highly numerate, outcome focussed, problem solvers. The ones that have a good understanding of software development, design principles and patterns, pragmatic delivery, continuous integration and test-driven development. Those that have explored and remain curious about a range of data science techniques. People who thrive in a collaborative team-based environment, based on open communication and responsibility for delivering great outcomes. The passionate ones that can deliver solutions with integrity to client deadlines and under pressure. Under the hood  Whilst we aren’t tied to any specific stack our current stack includes ES6, React, Typescript, Node.js, SQL, Docker. Cloud agnostic; including Google, AWS, and on premise. Serious data wrangling, high-fidelity user components, strong platform integration. Experience required  Tertiary qualifications in Computer Science or similar. Additionally, further studies in Mathematics/Statistics, or Data Science will be viewed favourably. Excellent results in these areas, a passion for building well resolved web apps, together with a humble and curious nature is what tends to lead to accelerated success. What we will be asking you to do:  Develop and extend our web apps to help our clients make great decisions. Turn analytics Proof of Concepts into Enterprise Ready digital assets. Work with Operations Research experts and Data Scientists in various large operations including mining, logistics, infrastructure, energy and transportation sectors. Work in small project teams, delivering solutions beyond your clients' expectations. Stretch your passion for problem solving and working with new technologies. What we can offer now:  Opportunity to work on industry leading projects, with global majors and consultancies. A work environment focused on teamwork, exploration and delivery with a range of current and emerging technologies. A supportive learning culture, career progression and mentoring opportunities. If we feel like the sort of people that might be of interest, we would love to hear from you. In reaching out to us, we would welcome a recent resume and anything that you think best showcases your expertise or capability. Please send this information to seeyourfuture@thesimulationgroup.com.","Next","https://www.seek.com.au/data-scientist-jobs?page=16","19 Sep 2018","Melbourne, CBD & Inner Suburbs","Full Time","Information & Communication Technology, Web Development & Production"
